source_site,city,district,title,listing_url,date_collected,price,room_count,listing_id,neighborhood,net_m2,gross_m2,building_age,listing_update_date,floor,total_floors,heating_type,usage_status,furnished_status,bathroom_count
Emlakjet,istanbul,uskudar,"Atılgan Emlak İstanbul Üsküdar Ferah Mahallesi 4+1 Oda Kiralık Daire 100,000 TL #19435953",https://www.emlakjet.com/ilan/uskudar-ferah-mahallesinde-manzarali-terasli-41-dubleks-19435953,2026-06-07 23:08:36,100000,4+1,19435953,Ferah,280,300,16-20,03 Haziran 2026,3.Kat,3,Kombi Doğalgaz,Boş,Boş,2
Emlakjet,istanbul,uskudar,"Net Gayri̇menkul İstanbul Üsküdar Ahmediye Mahallesi 2+1 Oda Kiralık Daire 26,000 TL #19435538",https://www.emlakjet.com/ilan/net-ten-uskudar-da-kiralik-21-19435538,2026-06-07 23:08:39,26000,2+1,19435538,Ahmediye,60,70,21 Ve Üzeri,07 Haziran 2026,Bahçe Katı,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Karaman İnşaat Emlak İstanbul Üsküdar Muratreis Mahallesi 2+1 Oda Kiralık Daire 25,000 TL #19435224",https://www.emlakjet.com/ilan/nev-carsiya-cok-yakin-19435224,2026-06-07 23:08:43,25000,2+1,19435224,Muratreis,65,70,21 Ve Üzeri,03 Haziran 2026,3.Kat,3,Kombi Doğalgaz,,,2
Emlakjet,istanbul,uskudar,"Sahibinden İstanbul Üsküdar Çengelköy Mahallesi 3+1 Oda Kiralık Daire 50,000 TL #19434187",https://www.emlakjet.com/ilan/cengelkoy-de-31-kiralik-19434187,2026-06-07 23:08:45,50000,3+1,19434187,Çengelköy,100,105,21 Ve Üzeri,03 Haziran 2026,3.Kat,3,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"As Emlak İstanbul Üsküdar Mimar Sinan Mahallesi 2+1 Oda Kiralık Daire 40,000 TL #19433421",https://www.emlakjet.com/ilan/as-emlaktan-21-universitenin-ust-kisminda-marmaraya-yakin-daire-19433421,2026-06-07 23:08:48,40000,2+1,19433421,Mimar Sinan,80,85,21 Ve Üzeri,03 Haziran 2026,4.Kat,4,Kombi Doğalgaz,Boş Yapı Durumu İkinci El Yapı Tipi Betonarme,Boş Aidat 250 TL Depozito 40000 TL,1
Emlakjet,istanbul,uskudar,"Nokta Emlak İstanbul Üsküdar Ahmediye Mahallesi 2+1 Oda Kiralık Daire 30,000 TL #19432305",https://www.emlakjet.com/ilan/uskudar-merkez-de-21-esyali-ici-yenilenmis-bahceli-temiz-daire-19432305,2026-06-07 23:08:52,30000,2+1,19432305,Ahmediye,70,75,21 Ve Üzeri,03 Haziran 2026,Bahçe Katı,3,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,uskudar,"Pera Grup Emlak İstanbul Üsküdar Bulgurlu Mahallesi 2+1 Oda Kiralık Daire 45,000 TL #19431904",https://www.emlakjet.com/ilan/peradan-bulgurlu-mah-metroya-yakin-genis-21-kiralik-daire-19431904,2026-06-07 23:08:55,45000,2+1,19431904,Bulgurlu,90,110,11-15,02 Haziran 2026,Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,uskudar,"Realist Gayrimenkul İstanbul Üsküdar Çengelköy Mahallesi 3+1 Oda Kiralık Daire 42,000 TL #19431196",https://www.emlakjet.com/ilan/cengelkoy-beynun-akyavas-caddesine-yurume-mesafesinde-ferah-31-19431196,2026-06-07 23:08:58,42000,3+1,19431196,Çengelköy,110,130,21 Ve Üzeri,02 Haziran 2026,4.Kat,4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"Aktaş Emlak Ofi̇si̇ İstanbul Üsküdar Mimar Sinan Mahallesi 2+1 Oda Kiralık Daire 45,000 TL #19429328",https://www.emlakjet.com/ilan/aktas-tan-uskudar-merkeze-yakin-genc-binada-21-arakat-daire-19429328,2026-06-07 23:09:01,45000,2+1,19429328,Mimar Sinan,70,75,16-20,02 Haziran 2026,2.Kat,4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,uskudar,"F - L Emlak İstanbul Üsküdar Bulgurlu Mahallesi 3+1 Oda Kiralık Daire 80,000 TL #19428202",https://www.emlakjet.com/ilan/fl-emlaktan-bulgurlu-altinkoy-sitesinde-31-luks-daire-19428202,2026-06-07 23:09:04,80000,3+1,19428202,Bulgurlu,105,115,0 (Yeni),02 Haziran 2026,2.Kat,6,Yerden Isıtma,,,1
Emlakjet,istanbul,uskudar,"Dengetürk Gayri̇menkul İstanbul Üsküdar Bahçelievler Mahallesi 4+2 Oda Kiralık Daire 95,000 TL #19428026",https://www.emlakjet.com/ilan/cengelkoy-bahcelievler-42-kiralik-dublex-daire-19428026,2026-06-07 23:09:07,95000,4+2,19428026,Bahçelievler,154,180,1,02 Haziran 2026,5.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,Eşyalı,3
Emlakjet,istanbul,uskudar,"Mega Emlak İstanbul Üsküdar Güzeltepe Mahallesi 3+1 Oda Kiralık Daire 78,000 TL #19427403",https://www.emlakjet.com/ilan/cengelkoy-zubeyde-hanim-caddesine-2-bina-31-sifir-kiralik-19427403,2026-06-07 23:09:11,78000,3+1,19427403,Güzeltepe,86,120,0 (Yeni),01 Haziran 2026,2.Kat,4,Yerden Isıtma,Boş Yapı Durumu Sıfır,Boş,2
Emlakjet,istanbul,uskudar,"Uğur Soydan Emlak Borsasi İstanbul Üsküdar Bulgurlu Mahallesi 3+1 Oda Kiralık Daire 65,000 TL #19426952",https://www.emlakjet.com/ilan/bulgurlu-emlakkonut-altinkoy-sitesi-kurumsala-sifir-31-kiralik-daire-19426952,2026-06-07 23:09:13,65000,3+1,19426952,Bulgurlu,105,115,0 (Yeni),07 Haziran 2026,5.Kat,6,Yerden Isıtma,Boş Yapı Durumu Sıfır Yapı Tipi Betonarme,Boş Aidat 3500 TL Depozito 65000 TL,1
Emlakjet,istanbul,uskudar,"Ayla Bal Gayrimenkul İstanbul Üsküdar Ferah Mahallesi 2+1 Oda Kiralık Daire 50,000 TL #19426676",https://www.emlakjet.com/ilan/uskudar-camlicada-21-genis-daire-19426676,2026-06-07 23:09:18,50000,2+1,19426676,Ferah,90,110,11-15,01 Haziran 2026,2.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,Boş,1
Emlakjet,istanbul,uskudar,"Enta Emlak İstanbul Üsküdar Ferah Mahallesi 2+1 Oda Kiralık Daire 36,000 TL #19426392",https://www.emlakjet.com/ilan/uskudar-ferah-mah-butik-site-21-kiralik-daire-enta-emlak-19426392,2026-06-07 23:09:21,36000,2+1,19426392,Ferah,60,70,5-10,01 Haziran 2026,Bahçe Katı,5,Merkezi (Pay Ölçer),Kiracı Oturuyor Yapı Durumu İkinci El Yapı Tipi Betonarme,Boş Aidat 1500 TL Depozito 36000 TL,1
Emlakjet,istanbul,besiktas,"Dck Gayri̇menkul İstanbul Beşiktaş Dikilitaş Mahallesi 1+1 Oda Kiralık Daire 37,000 TL #19447869",https://www.emlakjet.com/ilan/dikilitas-ta-metroya-3-dk-merkezi-konumda-kiralik-11-daire-19447869,2026-06-07 23:09:27,37000,1+1,19447869,Dikilitaş,47,58,11-15,06 Haziran 2026,Düz Giriş (Zemin),4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Gayrettepe Mahallesi 3+1 Oda Kiralık Daire 65,000 TL #19452269",https://www.emlakjet.com/ilan/gayrettepe-pazar-sokak-metro-yani-3-1-kat-19452269,2026-06-07 23:09:30,65000,3+1,19452269,Gayrettepe,110,120,21 Ve Üzeri,07 Haziran 2026,4.Kat,6,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Gayrettepe Mahallesi 4+1 Oda Kiralık Daire 95,000 TL #19452268",https://www.emlakjet.com/ilan/gayrettepe-pazar-sokak-metro-yani-4-1-kat-19452268,2026-06-07 23:09:35,95000,4+1,19452268,Gayrettepe,140,155,21 Ve Üzeri,07 Haziran 2026,3.Kat,6,Kombi Doğalgaz,,,2
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 2+1 Oda Kiralık Daire 35,000 TL #19451660",https://www.emlakjet.com/ilan/tiamo-emlak-dan-3-kat-21-70m-kombili-19451660,2026-06-07 23:09:38,35000,2+1,19451660,Dikilitaş,65,70,21 Ve Üzeri,07 Haziran 2026,3.Kat,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 2+1 Oda Kiralık Daire 62,000 TL #19451659",https://www.emlakjet.com/ilan/tiamo-dan-genc-yeni-binada-21-75m-1-kat-kombili-asansorlu-kapali-otparkli-19451659,2026-06-07 23:09:41,62000,2+1,19451659,Dikilitaş,65,75,5-10,07 Haziran 2026,1.Kat,6,Kombi Doğalgaz,Kiracı Oturuyor Yapı Durumu Sıfır Yapı Tipi Betonarme,Eşyalı Aidat 2000 TL,1
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Gayrettepe Mahallesi 4+1 Oda Kiralık Daire 95,000 TL #19450494",https://www.emlakjet.com/ilan/gayrettepe-pazar-sokak-metro-yani-4-1-kat-19450494,2026-06-07 23:09:44,95000,4+1,19450494,Gayrettepe,140,155,21 Ve Üzeri,07 Haziran 2026,3.Kat,6,Kombi Doğalgaz,,,2
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 2+1 Oda Kiralık Daire 35,000 TL #19449513",https://www.emlakjet.com/ilan/tiamo-dan-21-70m-3-kat-kombili-19449513,2026-06-07 23:09:47,35000,2+1,19449513,Dikilitaş,65,70,21 Ve Üzeri,07 Haziran 2026,3.Kat,5,Kombi Doğalgaz,Boş Yapı Durumu İkinci El Yapı Tipi Betonarme,Boş Aidat 150 TL Depozito 35000 TL,1
Emlakjet,istanbul,besiktas,"Mehmethan Emlak İstanbul Beşiktaş Türkali Mahallesi 2+1 Oda Kiralık Daire 38,000 TL #19447415",https://www.emlakjet.com/ilan/mehmet-han-emlak-tan-balik-pazarina-yakin-yokussuz-full-esyali-19447415,2026-06-07 23:09:50,38000,2+1,19447415,Türkali,80,85,21 Ve Üzeri,06 Haziran 2026,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,besiktas,"Mehmethan Emlak İstanbul Beşiktaş Abbasağa Mahallesi 1+1 Oda Kiralık Daire 60,000 TL #19447412",https://www.emlakjet.com/ilan/besiktas-merkezde-cok-temiz-esyali-11-19447412,2026-06-07 23:09:53,60000,1+1,19447412,Abbasağa,70,75,21 Ve Üzeri,06 Haziran 2026,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Balmumcu Mahallesi 1 Oda Kiralık Daire 44,000 TL #19447320",https://www.emlakjet.com/ilan/barbaros-blv-da-tum-faturalar-dahil-kiralik-esyali-daire-19447320,2026-06-07 23:09:56,44000,,19447320,Balmumcu,50,55,21 Ve Üzeri,06 Haziran 2026,7.Kat,7,Merkezi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Coldwell Banker Power (team) İstanbul Beşiktaş Nisbetiye Mahallesi 2+1 Oda Kiralık Daire 97,000 TL #19446336",https://www.emlakjet.com/ilan/firsat-besiktas-yusit-luks-21-kiralik-daire-19446336,2026-06-07 23:09:59,97000,2+1,19446336,Nisbetiye,78,90,21 Ve Üzeri,06 Haziran 2026,Yüksek Giriş,4,Merkezi Doğalgaz,,,2
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 2+1 Oda Kiralık Daire 62,000 TL #19443124",https://www.emlakjet.com/ilan/tiamo-dan-genc-yeni-binada-21-75m-1-kat-kapali-otoparkli-19443124,2026-06-07 23:10:03,62000,2+1,19443124,Dikilitaş,65,75,5-10,07 Haziran 2026,1.Kat,6,Kombi Doğalgaz,Kiracı Oturuyor Yapı Durumu Sıfır Yapı Tipi Betonarme,Boş Aidat 2000 TL Depozito 120000 TL,1
Emlakjet,istanbul,besiktas,"Sahibinden İstanbul Beşiktaş Türkali Mahallesi 3+1 Oda Kiralık Daire 65,000 TL #19440112",https://www.emlakjet.com/ilan/sahibinden-kiralik-19440112,2026-06-07 23:10:07,65000,3+1,19440112,Türkali,120,145,21 Ve Üzeri,04 Haziran 2026,5.Kat,5,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,besiktas,"Partners Gayri̇menkul A.ş. İstanbul Beşiktaş Gayrettepe Mahallesi 3+1 Oda Kiralık Daire 65,000 TL #19450493",https://www.emlakjet.com/ilan/gayrettepe-pazar-sokak-metro-yani-3-1-kat-19450493,2026-06-07 23:10:10,65000,3+1,19450493,Gayrettepe,110,120,21 Ve Üzeri,07 Haziran 2026,4.Kat,6,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Mehmethan Emlak İstanbul Beşiktaş Sinanpaşa Mahallesi 2+1 Oda Kiralık Daire 65,000 TL #19428552",https://www.emlakjet.com/ilan/mehmethan-emlak-tan-ici-komple-sifir-yeni-binada-kiralik-daire-19428552,2026-06-07 23:10:13,65000,2+1,19428552,Sinanpaşa,85,95,11-15,02 Haziran 2026,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,1
Emlakjet,istanbul,besiktas,"Mehmethan Emlak İstanbul Beşiktaş Levent Mahallesi 4+1 Oda Kiralık Daire 55,000 TL #19428550",https://www.emlakjet.com/ilan/mehmethan-emlak-metro-sitenin-hemen-arkasi-41-250-metrekare-bos-19428550,2026-06-07 23:10:16,55000,4+1,19428550,Levent,250,260,21 Ve Üzeri,02 Haziran 2026,2.Kat,4,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,besiktas,"Asari̇ye Emlak İstanbul Beşiktaş Türkali Mahallesi 1+1 Oda Kiralık Daire 52,000 TL #19417617",https://www.emlakjet.com/ilan/besiktas-merkezde-yeni-binada-kombili-kiralik-arakat-11-daire-19417617,2026-06-07 23:10:20,52000,1+1,19417617,Türkali,50,60,0 (Yeni),27 Mayıs 2026,3.Kat,5,Kombi Doğalgaz,Boş,Boş,1
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19415437",https://www.emlakjet.com/ilan/besiktas-ulus-kelaynak-sok-51-yardimci-odali-42-olarak-kullanima-uygun-kiralik-daire-19415437,2026-06-07 23:10:24,250000,6+1,19415437,Ulus,290,340,21 Ve Üzeri,26 Mayıs 2026,4.Kat,5,Kombi Doğalgaz,,,
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19415436",https://www.emlakjet.com/ilan/ulus-kelaynak-sokak-ta-51hizmetli-odali-mimari-dekorasyonlu-daire-kamer-panorama-etiler-maya-19415436,2026-06-07 23:10:27,250000,6+1,19415436,Ulus,290,340,21 Ve Üzeri,26 Mayıs 2026,4.Kat,5,Kombi Doğalgaz,,,3
Emlakjet,istanbul,besiktas,"Partner Gayrimenkul İstanbul Beşiktaş Levazım Mahallesi 3+1 Oda Kiralık Daire 75,000 TL #19412240",https://www.emlakjet.com/ilan/levazim-adakent-te-kiralik-beyaz-esyali-31-daire-19412240,2026-06-07 23:10:30,75000,3+1,19412240,Levazım,100,120,21 Ve Üzeri,25 Mayıs 2026,4.Kat,10,Merkezi Doğalgaz,Kiracı Oturuyor,Boş,1
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 3+1 Oda Kiralık Daire 55,000 TL #19411163",https://www.emlakjet.com/ilan/tiamo-dan-darphane-arkasinda-31-yuksek-giris-merkezi-isitma-19411163,2026-06-07 23:10:33,55000,3+1,19411163,Dikilitaş,100,110,21 Ve Üzeri,07 Haziran 2026,Yüksek Giriş,6,Merkezi Doğalgaz,Kiracı Oturuyor Yapı Durumu İkinci El Yapı Tipi Betonarme,Boş Aidat 1200 TL Depozito 55000 TL,1
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19408740",https://www.emlakjet.com/ilan/besiktas-ulus-kamer-karsisi-61-dekorasyonlu-daire-61-for-rent-etiler-levent-19408740,2026-06-07 23:10:37,250000,6+1,19408740,Ulus,290,340,21 Ve Üzeri,23 Mayıs 2026,3.Kat,4,Merkezi Doğalgaz,,,4
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 5+2 Oda Kiralık Daire 250,000 TL #19408739",https://www.emlakjet.com/ilan/etiler-ulus-adnan-saygun-52-terasli-daire-maya-kamer-sarikonaklar-akmerkez-19408739,2026-06-07 23:10:40,250000,5+2,19408739,Ulus,290,340,21 Ve Üzeri,23 Mayıs 2026,4.Kat,5,Merkezi Doğalgaz,,,4
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19408738",https://www.emlakjet.com/ilan/ulus-ta-61-kiralik-esyali-esyasiz-hizmetli-odali-terasli-daire-19408738,2026-06-07 23:10:43,250000,6+1,19408738,Ulus,280,340,21 Ve Üzeri,24 Mayıs 2026,3.Kat,4,Merkezi (Pay Ölçer),,,4
Emlakjet,istanbul,besiktas,"Elçi Gayrimenkul İstanbul Beşiktaş Cihannüma Mahallesi 3+1 Oda Kiralık Daire 45,000 TL #19408008",https://www.emlakjet.com/ilan/besiktas-barbaros-bulvarinda-bakimli-kocaman-terasli-31-daire-19408008,2026-06-07 23:10:46,45000,3+1,19408008,Cihannüma,95,128,21 Ve Üzeri,23 Mayıs 2026,5.Kat,5,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 2+1 Oda Kiralık Daire 47,500 TL #19405822",https://www.emlakjet.com/ilan/tiamo-dan-genc-yeni-binada-21-kombili-19405822,2026-06-07 23:10:51,47500,2+1,19405822,Dikilitaş,70,80,11-15,07 Haziran 2026,Yüksek Giriş,6,Kombi Doğalgaz,Boş Yapı Durumu Sıfır Yapı Tipi Betonarme,Boş Aidat 750 TL Depozito 47500 TL,1
Emlakjet,istanbul,besiktas,"Apex Gayrimenkul İstanbul Beşiktaş Konaklar Mahallesi 1+1 Oda Kiralık Daire 40,000 TL #19403130",https://www.emlakjet.com/ilan/4-levent-te-11-ozel-dizayn-edilmis-kiralik-esyali-luks-daire-19403130,2026-06-07 23:10:54,40000,1+1,19403130,Konaklar,60,70,21 Ve Üzeri,01 Haziran 2026,2.Kat,4,Kombi Doğalgaz,,,1
Emlakjet,istanbul,besiktas,"Easy Gayrimenkul İstanbul Beşiktaş Ulus Mahallesi 6+1 Oda Kiralık Daire 250,000 TL #19399709",https://www.emlakjet.com/ilan/ulus-kamer-girisi-51hizmetli-odali-teras-dublex-kibele-etiler-19399709,2026-06-07 23:11:00,250000,6+1,19399709,Ulus,290,340,21 Ve Üzeri,26 Mayıs 2026,4.Kat,5,Kombi Doğalgaz,,,4
Emlakjet,istanbul,besiktas,"Tiamo Emlak İstanbul Beşiktaş Dikilitaş Mahallesi 5+1 Oda Kiralık Daire 110,000 TL #19398946",https://www.emlakjet.com/ilan/tiamo-dan-balmumcu-darphanede-dubleks-asansorlu-otoparkli-19398946,2026-06-07 23:11:04,110000,5+1,19398946,Dikilitaş,210,230,21 Ve Üzeri,07 Haziran 2026,8.Kat,8,Merkezi Doğalgaz,Boş Yapı Durumu İkinci El Yapı Tipi Betonarme,Boş Aidat 4750 TL Depozito 110000 TL,2
Emlakjet,istanbul,besiktas,"Exper Emlak Danışmanlığı Ltd. Şti. İstanbul Beşiktaş Vişnezade Mahallesi 2+1 Oda Kiralık Daire 67,500 TL #19395134",https://www.emlakjet.com/ilan/kassambasi-sokak-ta-yenice-binada-85m2-bakimli-21-kose-daire-19395134,2026-06-07 23:11:07,67500,2+1,19395134,Vişnezade,74,85,5-10,21 Mayıs 2026,1.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,Boş,1
